# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m),sigma2,T_turb
-3.100000000000000000e+02,2.288277314736120865e-02,2.479421786491680150e-05,1.716290761499369988e-02,4.567939328556350209e-02,3.162277660168379134e-02,2.431482846724323928e+06,5.670912713857375085e+06,1.000090314388772494e+00
-3.110000000000000000e+02,2.177259419531625897e-02,2.252244208986629726e-05,1.706970905137764408e-02,4.172148369135576795e-02,3.162277660168379134e-02,2.438163747748652007e+06,6.041166185312705114e+06,1.000068195352641132e+00
-3.120000000000000000e+02,2.066526016490022669e-02,2.028707761950160988e-05,1.697723368045169282e-02,3.777371655444206749e-02,3.162277660168379134e-02,2.444846963533206377e+06,6.410470852877289988e+06,1.000375039894017215e+00
-3.130000000000000000e+02,1.956075108777489621e-02,1.807263962193862095e-05,1.688547453191734798e-02,3.383602068550897041e-02,3.162277660168379134e-02,2.451532466967918910e+06,6.778833376150041819e+06,1.000297162168393594e+00
-3.140000000000000000e+02,1.845904715640987737e-02,1.587716697859586107e-05,1.679442471207141102e-02,2.990832546854052185e-02,3.162277660168379134e-02,2.458220231206072960e+06,7.146260361099192873e+06,9.995759131369004180e-01
-3.150000000000000000e+02,1.736012872289915618e-02,0.000000000000000000e+00,1.670407740292788670e-02,2.618903357016698352e-02,3.162277660168379134e-02,2.464910229660989717e+06,inf,0.000000000000000000e+00
-3.160000000000000000e+02,1.626397629777781920e-02,0.000000000000000000e+00,1.661442586134881383e-02,2.461633273714537370e-02,3.162277660168379134e-02,2.471602436002760194e+06,inf,0.000000000000000000e+00
-3.170000000000000000e+02,1.517057054883888360e-02,0.000000000000000000e+00,1.652546341818374523e-02,2.304757268810700074e-02,3.162277660168379134e-02,2.478296824155027978e+06,inf,0.000000000000000000e+00
-3.180000000000000000e+02,1.407989229995323423e-02,0.000000000000000000e+00,1.643718347741819630e-02,2.148272591016812255e-02,3.162277660168379134e-02,2.484993368291814812e+06,inf,0.000000000000000000e+00
-3.190000000000000000e+02,1.299192252988779113e-02,0.000000000000000000e+00,1.634957951533076367e-02,1.992176511268154218e-02,3.162277660168379134e-02,2.491692042834389023e+06,inf,0.000000000000000000e+00
-3.200000000000000000e+02,1.190664237113146263e-02,0.000000000000000000e+00,1.626264507965890019e-02,1.836466322555213929e-02,3.162277660168379134e-02,2.498392822448187973e+06,inf,0.000000000000000000e+00
-3.210000000000000000e+02,1.082403310871476836e-02,0.000000000000000000e+00,1.617637378877363058e-02,1.681139339754334286e-02,3.162277660168379134e-02,2.505095682039768435e+06,inf,0.000000000000000000e+00
-3.220000000000000000e+02,9.744076179040413524e-03,0.000000000000000000e+00,1.609075933086263899e-02,1.526192899459927893e-02,3.162277660168379134e-02,2.511800596753819380e+06,inf,0.000000000000000000e+00
-3.230000000000000000e+02,8.666753168711458996e-03,0.000000000000000000e+00,1.600579546312221393e-02,1.371624359816351821e-02,3.162277660168379134e-02,2.518507541970201302e+06,inf,0.000000000000000000e+00
-3.240000000000000000e+02,7.592045813362459372e-03,0.000000000000000000e+00,1.592147601095767959e-02,1.217431100350203216e-02,3.162277660168379134e-02,2.525216493301033508e+06,inf,0.000000000000000000e+00
-3.250000000000000000e+02,6.519935996497937258e-03,0.000000000000000000e+00,1.583779486719243471e-02,1.063610521803671355e-02,3.162277660168379134e-02,2.531927426587824244e+06,inf,0.000000000000000000e+00
-3.260000000000000000e+02,5.450405748329900830e-03,0.000000000000000000e+00,1.575474599128538766e-02,9.101600459677502281e-03,3.162277660168379134e-02,2.538640317898639478e+06,inf,0.000000000000000000e+00
-3.270000000000000000e+02,4.383437244620928992e-03,0.000000000000000000e+00,1.567232340855699915e-02,7.570771155162507420e-03,3.162277660168379134e-02,2.545355143525310792e+06,inf,0.000000000000000000e+00
-3.280000000000000000e+02,3.319012805531211703e-03,0.000000000000000000e+00,1.559052120942368280e-02,6.043591938403802648e-03,3.162277660168379134e-02,2.552071879980680998e+06,inf,0.000000000000000000e+00
-3.290000000000000000e+02,2.257114894470422812e-03,0.000000000000000000e+00,1.550933354864045786e-02,4.520037648840152800e-03,3.162277660168379134e-02,2.558790503995897248e+06,inf,0.000000000000000000e+00
-3.300000000000000000e+02,1.197726116952142067e-03,0.000000000000000000e+00,1.542875464455212113e-02,3.000083329793402399e-03,3.162277660168379134e-02,2.565510992517727427e+06,inf,0.000000000000000000e+00
-3.310000000000000000e+02,1.408292194527902799e-04,0.000000000000000000e+00,1.534877877835248185e-02,1.483704226831336669e-03,3.162277660168379134e-02,2.572233322705929633e+06,inf,0.000000000000000000e+00
